id,문서,발간,쪽,소제목,본문
ai40,생성형AI 안내서,2025,40,지속적인 평가 체계,"###### 지속적인 평가 체계 

- ⚫ 생성형 AI는 단발성의 학습 ･ 배포만으로는 안전성과 신뢰성을 담보하기 어렵습니다. 이에, 생성형 AI의 개발 ･ ･ 

- 과정에서 학습 평가를 병렬적으로 설계하여 안전성을 지속적으로 점검 보완하는 피드백 루프(feedback loop)가 내재화되어야 합니다. 개인정보 보호, 편향성, 출력 신뢰도 등의 요소는 학습데이터나 모델 구조의 변화에 따라 민감하게 영향을 받기에 벤치마크 테스트 등에 기반한 평가 작업을 주기적으로 수행할 것이 권장됩니다. 

- ⚫ 최근, LLM 등을 대상으로 안전조치를 우회하는 비정상적 요청을 차단하는 능력(‘탈옥 저항성’) 등 안전성을 ･ ･ 

- 평가하는 벤치마크 프레임워크 또한 지속 연구되고 있습니다. 기업 기관은 이러한 도구를 활용하여 정량적인 평가 체계를 수립할 수 있습니다. 

###### 사례 프라이버시 보호 포함한 AI 안전성 특화 벤치마크 사례 

######  Future of Life Institute의 AI Safe Index<sup>43)</sup> 

- 리스크 평가, 안전을 위한 프레임워크, 전략, 거버넌스, 책임성 등 AI 안전 평가 체계 

######  HarmBench 오픈소스 평가 프레임워크<sup>44)</sup> 

- 자동화된 레드티밍 도구를 제공하는 평가 프레임워크 

######  JailBreakBench 오픈소스 평가 벤치마크<sup>45)</sup> 

- LLM 등 언어모델을 대상으로 탈옥에 대한 저항성을 측정하는 벤치마크 데이터셋 

######  MIT AI Risk Repository<sup>46)</sup> 

- AI와 관련된 리스크를 검토하고 망라한 데이터베이스로 프라이버시 및 보안 리스크 포함 

> 42) “AI Privacy Risks & Mitigations - Large Language Models”, (EDPB) 및 김병필(2025), 「범용AI 모델의 프라이버시 리스크 진단 및 인증 방안」 연구보고서 발췌 

> 43) https://futureoflife.org/index, FLI AI Safety Index 2024 (2024. 12. 11.) 

> 44) https://github.com/centerforaisafety/HarmBench 

> 45) https://jailbreakbench.github.io 

> 46) https://airisk.mit.edu"
ai41,생성형AI 안내서,2025,41,4 시스템 적용 및 관리,"#### <mark>4</mark> **시스템 적용 및 관리** 

#####  개발이 완료되면 어떻게 시스템을 적용하나요? 

- ⚫ AI 시스템 개발을 완료하고 난 후에는 최종 점검을 거쳐 활용 환경에 배포 ･ 적용하게 됩니다. 최종 점검 과정에는 실제 환경에서 시스템이 의도한 목적을 달성하는지 확인하는 절차를 포함합니다. 

- ⚫ 배포 ･ 적용 이후에는 시스템 성능과 안전성 등을 계속 확인하며 유지 ･ 관리를 수행합니다. 이때 정보주체 권리 침해가 발생하는지 지속적으로 모니터링하고<sup>47)</sup> , 개인정보 처리 과정을 투명하게 알리는 등 정보주체 권리 보장 노력을 수행해야 합니다. 

#####  적용 전과 운영 중에 고려할 프라이버시 요소는 무엇인가요? 

###### 배포 전 점검 사항 

- ⚫ 배포 전 AI가 기존 목적대로 안전하게 동작하는지 최종 점검해야 합니다. AI 모델, 소스코드, 학습데이터 등을 ･ ･ 

- 전반적으로 검토 분석하며 정확도, 안정성을 평가해야 합니다. 기업 기관이 외부 모델을 사용하거나 시스템을 발주하는 경우 등 분석 대상에 직접 접근할 수 없는 경우, 외부 모델에 쿼리를 입력해서 산출물을 평가하거나 시스템 공급업체에 평가데이터를 제공하는 등으로 대체 검사 방법을 사용하는 것을 고려할 수 있습니다<sup>48)</sup> . 

- ⚫ 이와 같이 최종 배포 전에 실제 동작 환경에서 AI의 정확도, 안전조치 우회 시도에 대한 저항성, 학습데이터 ･ 

- 유 노출 가능성 등 프라이버시 리스크를 점검하고 그 결과를 문서로 관리하여 배포 전 시스템의 안전성을 높일 수 있습니다. 

###### **참고** ┃ 해외 AI 시스템 배포 전 테스트 사례 

######  US CAISI 및 UK AISI의 Anthropic 모델 대상 합동 배포 전 테스트(’24.11.) 

   - 美 AI 표준 및 혁신 센터(US CAISI) 및 英 AI 안전연구소(UK AISI)에서 합동 테스트를 Anthropic의 ‘Sonnet 3.5 (new)’ 모델을 대상으로 수행 

   - 소프트웨어 개발 분야를 포함한 전문 분야 문제 해결 능력과 함께 안전조치(safeguard) 효과성<sup>*</sup> 을 기준으로 테스트를 수행 

   - UK AISI에서 자체 개발한 Criminal Activity, AgentHarm와 공개적으로 알려진 HarmBench 등 여러 탈옥 공격 기법을 적용하며 대상 모델의 응답을 정량적으로 평가 

- ｢ 

- 47) GDS, AI Playbook for the UK Government ｣ , “Principle 4: You have meaningful human control at the right stages” 참고 

- 48) OMB(Office of Management and Budget) Memorandum(M-25-21), ｢ Accelerating Federal Use of AI through Innovation, Governance, and Public Trust ｣ , Section 4(b)의 i. “Conduct Pre-Deployment Testing” 참고"
ai42,생성형AI 안내서,2025,42,42쪽,"- ⚫ 기업 ･ 기관은 배포 전 테스트 단계에서 최종적으로 확인한 프라이버시 리스크를 고려해서 생성형 AI의 사용 ･ 

- 목적, 금지 행위 등을 ‘허용되는 이용방침’(AUP, acceptable use policy) 등에 작성 공개할 수 있습니다. 

- ⚫ 이때, 전략 수립 단계에서 검토한 내용을 참고할 수 있습니다. PbD 원칙, 개인정보 영향평가 등 사전 예방적 ･ 

- 접근으로 식별한 생성형 AI의 프라이버시 리스크와 예견 가능한 오 남용을 고려해 AUP를 작성할 수 있습니다. 

- ⚫ 작성 ･ 공개한 AUP는 생성형 AI가 배포된 후 오 ･ 남용을 미연에 방지하고, 이를 위반하는 이용 행위에 대하여 서비스 제한 또는 계정 차단 등의 조치를 취할 수 있는 근거가 될 수 있습니다. 

###### 사례 허용되는 이용 방침(Acceptable Use Policy) 활용 사례 

######  네이버 CLOVA X 서비스 이용정책 일부(’24.7월 기준)  ※ 최종이용자 대상 작성 

사용자는 CLOVA X 서비스를 사용함에 있어 아래 의무를 부담합니다. 

- ① 사용자는 CLOVA X 서비스를 악의적으로 사용하는 것이 금지됩니다. 악의적 사용에는 아래와 같은 행위 및 이와 유사한 목적을 가진 행위가 포함되며, 아래 예시에 한정되지 아니합니다. 

1. 불법적인 행위나 범죄 및 유해한 행동에 대한 콘텐츠 생성 

   - 아동 성적 학대 또는 착취와 관련된 콘텐츠 

   - 불법 약품(마약 등) 또는 상품(무기 등)의 판매를 조장/촉진 또는 이를 제조하는 방법에 대한 콘텐츠 

   - … 

6. 악성코드 및 해킹, 공격, 서비스 어뷰징 코드 등의 생성 등 

   - 정보처리장치 등에 접근권한 없이 액세스하는 등 침입하거나… 

8. 본인이나 타인의 민감정보, 고유식별정보 등 개인정보를 입력하거나 개인정보 및 사생활 침해를 <u>야기할 수 있는 대화의 유도 및 콘텐츠 생성</u> 

######  OpenAI Business 이용정책 일부(’25.5월 기준) ※ 이용사업자 등 대상 작성 

- 3.3. Restrictions. Customer will not, and will not permit End Users to: (a) use the Services or Customer Content in a way that violates applicable laws or OpenAI Policies; (b) use the Services or Customer Content in a way that violates third parties’ rights; (c) allow minors to use OpenAI Services without consent from their parent or guardian; (중략) (h) interfere with or disrupt the Services, including circumvent any rate limits or restrictions or bypass any protective measures or safety mitigations for the Services; (이하생략)"
ai43,생성형AI 안내서,2025,43,43쪽,"- ⚫ 기업 ･ 기관은 편향 ･ 차별적이거나 권리를 침해하는 등 부적절한 결과물에 대응할 수 있도록 정보주체의 ･ 

- 신고 의견 제출 기능을 시스템에 탑재해야 합니다. 이후, 해당 창구를 상시적으로 모니터링하여 접수된 의견에 대해서는 운영 정책 및 시스템 개선에 적극 반영해야 합니다<sup>49)</sup> . 

- ⚫ 정보주체의 열람, 정정 ･ 삭제 등의 요청이 있는 경우에는 시간 ･ 비용 ･ 기술적 측면에서 합리적으로 실현 가능한 ･ 

- 범위에서 정보주체의 권리 보장 방안을 마련할 필요가 있습니다. 개인정보 보호법에서는 열람, 정정 삭제, 처리정지 요구권에 대하여 원칙적으로 10일 이내 대응하도록 규정하고 있습니다. 다만 학습데이터셋 크기, ･ 

- 구성 방식 체계 등을 감안하여 전통적인 권리행사 보장이 어려운 경우에는 그 사유를 정보주체에게 알기 쉽게 알리고, 대체 수단 등을 통해 최대한 성실하게 요구에 응하는 것이 권장됩니다. 예를 들어 출력 필터링 등을 우선 적용하여 개인정보가 발화되지 않도록 긴급 조치하고, 추후 학습 데이터셋에서 개인정보를 제외하는 방안을 고려할 수 있습니다. 

- ⚫ 한편, 비용부담이 큰 모델 재학습 대신 모델 내 특정 항목을 삭제하는 ‘머신 언러닝’ 기술은 아직 기술 성숙도가 높지 않은 한계가 있으나, 향후 정보주체 권리 보장을 위한 유용한 수단이 될 수 있습니다. 

   - ※ 「AI 프라이버시 리스크 관리 모델」(’24.12.) 

- ･ 

- (모델이용자) 삭제 요청 수령시, ① 입력 및 출력 필터링 등 기업 기관이 실행 가능한 경감조치를 취하고 ･ 

- ② 가능한 경우 모델개발자에게 삭제 정정 요구를 전달 후 그 결과를 정보주체에게 통보 

- (모델개발자) 모델이용자로부터 정보주체의 삭제 요구 수령 시, 학습데이터에 개인정보 존재 여부를 확인하고, 종국적으로 해당 데이터가 삭제되도록 합리적인 기간 내에 모델 업데이트 

｢ 49) Llama Developer Use Guide: AI Protections ｣ (Meta, ’25. 4.), “Feedback & reporting mechanisms” 참고"
ai44,생성형AI 안내서,2025,44,참고 ┃ 모델 내 개인정보 삭제를 위한 모델 언러닝 기법50),"###### **참고** ┃ 모델 내 개인정보 삭제를 위한 모델 언러닝 기법<sup>50)</sup> 

※ 「AI 프라이버시 리스크 관리 모델」(’24.12.) 

- (개념) 모델이 학습된 정보를 의도적으로 망각하는 것으로 잘못된 정보나 학습에 부적합한 정보 (개인정보, 저작권 등)를 삭제하는 기술 

- (한계) 최근 위험 경감 기술로서 주목받고 있는 분야로 추가적 연구가 필요하며, 적절한 망각 수준을 찾기 어려운 한계 등 

- ⚫ 생성형 AI 시스템을 활용하여 정보주체에 대한 의사결정을 내리는 경우에는 해당 의사결정이 최종적인 결정 으로서 개인정보 보호법상 자동화된 결정에 해당하는지 여부를 확인하고, 거부권, 설명요구권, 검토요구권 등 정보주체의 권리를 보장해야 합니다. 

- 법률제37조의2(자동화된 결정에 대한 정보주체의 권리 등) ① 정보주체는 완전히 자동화된 시스템 (인공지능 기술을 적용한 시스템을 포함한다)으로 개인정보를 처리하여 이루어지는 결정(「행정기본법」 제20조에 따른 행정청의 자동적 처분은 제외하며, 이하 이 조에서 “자동화된 결정”이라 한다)이 자신의 권리 또는 의무에 중대한 영향을 미치는 경우에는 해당 개인정보처리자에 대하여 해당 결정을 거부할 ･ 

- 수 있는 권리를 가진다. 다만, 자동화된 결정이 제15조제1항제1호 제2호 및 제4호에 따라 이루어지는 경우에는 그러하지 아니하다. 

- ② 정보주체는 개인정보처리자가 자동화된 결정을 한 경우에는 그 결정에 대하여 설명 등을 요구할 수 있다. ③ 개인정보처리자는 제1항 또는 제2항에 따라 정보주체가 자동화된 결정을 거부하거나 이에 대한 설명 등을 요구한 경우에는 정당한 사유가 없는 한 자동화된 결정을 적용하지 아니하거나 인적 개입에 의한 ･ 

- 재처리 설명 등 필요한 조치를 하여야 한다. (이하 생략) 

|**참고**┃ 자동화|된 결정에 대한 정보주체 권리와 조치 의무<br>※｢자동화된 결정에 대한 정보주체 권리안내서｣(’24.9.)|
|---|---|
|정보주체 권리|개인정보처리자 조치|
|거부권|▸자동화된 결정 적용 정지 또는 인적 개입에 의한 재처리 후 결과 고지|
|설명 요구권|▸자동화된 결정에 대한 간결하고 의미있는 설명을 제공<br>※ 중대한 영향을 미치는 경우가 아닌 때에는 공개된 사항 등을 활용하여 설명|
|검토 요구권|▸제출한 의견 반영 여부 검토 등 조치 후 그 결과를 통지|

> 50) Shrishak, K., “AI-Complex Algorithms and effective Data Protection Supervision Effective implementation of data subjects’ rights”, Support Pool of Experts Programme EDPB (2024), 다양한 종류의 언러닝 기법들 확인 가능"
ai45,생성형AI 안내서,2025,45,참고 ┃ 생성형 AI 관련 개인정보 처리방침 수립 시 유의사항,"- ⚫ 지금까지 살펴본 정보주체의 권리를 충분히 보장하기 위해서는 AI 학습데이터에 본인의 정보가 포함되어 있는지, 개인정보가 AI에서 어떻게 처리되는지 등을 정보주체에게 명확하게 안내할 필요가 있습니다. 

- ⚫ 기업 ･ 기관은 데이터셋 수집 사실, 주요 출처, 처리 목적 등과 함께 AI 시스템 개인정보 처리 과정을 개인정보 처리방침, 기술문서, FAQ 등에 투명하게 공개하여 정보주체가 권리를 행사할 수 있도록 지원할 것이 ･ 

- 권장됩니다. 또한, 열람 및 정정 삭제 등 요구 대응에 기술적으로 제한이 있을 경우 해당 사항을 사전에 정보주체에 안내하는 것도 정보주체 권리 보호에 도움이 될 수 있습니다. 

- ⚫ 최근 부상하고 있는 AI 에이전트는 기억 능력을 보유하고 자율적으로 작업을 수행하는 AI 시스템으로 동작 과정에서 과다한 이용자 정보 수집 및 프로파일링 등에 대한 우려가 늘어나고 있습니다. 

- ⚫ 따라서 AI 에이전트 서비스를 제공하는 기업 ･ 기관은 프롬프트 입력 등 이용자 대화 이력의 ▲학습데이터 이용 ･ 

- 여부 ▲제3자 제공 여부 ▲보관 파기 정책 ▲필터링 기준 등을 명확하게 고지하는 것이 권장됩니다. 이때 ･ 

- 학습 전 후로 충분한 기간을 두고 안내하여 정보주체의 실질적인 선택권(opt-out 등)을 보장하는 것이 바람직합니다. 

###### **참고** ┃ 생성형 AI 관련 개인정보 처리방침 수립 시 유의사항 

   - ※ 「개인정보 처리방침 작성지침」(’25.4.) 

- AI 개발 및 서비스를 제공하는 개인정보처리자의 경우 최소 수집, 목적 명확화 등 고려하여 학습데이터 ･ 

- 수집 이용 기준<sup>*</sup> 을 미리 정하고 기재하는 것을 권장 

- AI 시스템 개발에 필요한 데이터 양(volume), 범주(민감정보, 행태정보 등) 등을 고려하여 공개된 개인정보의 주요 수집 출처, 수집 방법, 안전성 확보 조치 방안 등 포함 

- 개인정보 처리방침을 변경하는 경우 변경 및 시행 시기, 변경된 내용을 지속적으로 공개하고 이전의 개인정보 처리방침이 있을 시 그간의 변경 이력 기재 

- 주요 변경 사항을 별도로 안내하는 경우 웹페이지 팝업창, 공지사항 등을 통해 정보주체가 쉽게 확인할 수 있는 방법으로 알릴 것을 권장 

- 자동화된 결정을 하는 경우에는 그 기준과 절차, 개인정보가 처리되는 방식 등을 정보주체가 쉽게 확인할 수 있도록 기재"
ai46,생성형AI 안내서,2025,46,사례 정보주체 권리 보장 강화 조치 사항 예시,"###### 사례 정보주체 권리 보장 강화 조치 사항 예시 

※ 개인정보보호위원회 제2025–011–031호(비공개) 결정 ※ 개인정보보호위원회 제2024–006–169∼174호(공개) 결정 

- 이용자가 입력하는 데이터를 AI 학습하는 경우에는 이러한 사실을 분명하게 알리고 정보주체의 실질적인 선택권 보장 

- (예시. 챗봇 서비스) 대화방 입력 상단에 ‘대화 내용이 학습데이터로 수집된다’는 사실과 ‘데이터 수집 거부 방법(옵트아웃 등)’을 고지 

- 신규 이용자에게 충분한 기간 동안 최초 고지, 옵트아웃(opt-out)하지 않은 이용자는 일정 회수 이상 추가 고지, 이후 정기적으로 재고지 

- ･ ･ 

- 학습데이터 수집 거부 파기 정책을 투명하게 공개 

- ･ 

- ※ 학습데이터에 포함되는 개인정보 항목, 수집 이용 목적(예. LLM 학습), 개인정보 필터링 정책, 보유기간 및 파기 방법(예. 이용자의 opt-out 설정 이후부터 데이터 수집 중지) 등 

- ･ 

- 이용자가 입력한 데이터를 언제든지 손쉽게 제거 삭제할 수 있는 기능을 제공, 해당 기능 접근성을 제고하는 것을 포함하여 개인정보 침해 최소화 조치 이행 

- 개인정보 침해 관련 취약점에 대해 LLM 수정 및 재배포, 문의 창구 개설, 자신의 LLM을 사용하는 기업에 대한 취약점 조치 방안 안내 절차 등을 마련 

> 사례 옵트아웃(opt-out) 보장 사례 학습된다는 사실과 옵트아웃을 옵트아웃을 쉽게 수행할 수 있도록 알기 쉽게 프롬프트 입력란에 안내 직관적인 설정 인터페이스를 구성 (충분한 기간 최초 고지, 이후 정기적 재고지)"
ai47,생성형AI 안내서,2025,47,5 AI 프라이버시 거버넌스 체계,"#### <mark>5</mark> **AI 프라이버시 거버넌스 체계** 

- ⚫ 생성형 AI의 데이터 처리 흐름이 복잡해지면서 리스크 관리의 중요성이 커지고 있습니다. 이러한 환경 변화에 ･ 

- 따라 각 기업 기관에서는 개인정보 관련 법규 준수와 리스크 관리를 총괄하는 개인정보 보호책임자(CPO) ･ 

- 중심으로 내부 관리체계를 구축 운영할 필요가 있습니다. 

###### **참고** ┃ 개인정보 보호법상 CPO 제도(法 제31조) 

- 개인정보 보호법은 개인정보 관련 법규 준수, 오남용 방지 등 개인정보처리자의 개인정보 보호 활동을 촉진하고 책임을 부과하기 위한 CPO 제도 규정 

- (CPO의 정의) 개인정보 처리에 관한 업무를 총괄하여 책임지는 자 

- (CPO 지정 의무) 소상공인을 제외한 개인정보처리자는 CPO를 지정해야 함 

- ⚫ CPO가 생성형 AI의 목적 설정부터 배포 ･ 관리에 이르기까지 전 과정에서 개인정보 처리의 적법성과 안전성을 ･ 

- 확보하기 위한 관리 감독 책임을 수행할 수 있는 체계를 구축해야 합니다. 이를 기반으로 개인정보 영향평가, 레드티밍<sup>51)</sup> 등 점검 도구를 활용해 생성형 AI의 프라이버시 리스크를 지속적으로 평가하고, 이를 경감하기 ･ 

- 위한 다층적 안전조치를 수립 이행하며, 관련 절차와 결과를 체계적으로 문서화해야 합니다. 이 과정에서 ･ 

- 중대한 취약점이 발견될 경우 기업 기관 내 이사회 등 최고 의사결정기구에 보고하고, 관련 정부 부서와 신속히 정보를 공유하는 것이 바람직합니다. 

###### **참고** ┃ 주요 AI 기업의 레드티밍 방법론 등 사례 

######  OpenAI: 외부 전문인력 레드티밍과 자동화 레드티밍 병행<sup>52)</sup> 

   - 전문인력 레드티밍은<sup>①</sup> 주요 테스트 영역 선정 및<sup>②</sup> 대상 모델 선정,<sup>③</sup> 테스트 인터페이스 및 문서화 지침 제공, ④레드티밍 결과 사후 평가 및 검토 단계로 수행 

   - 자동화 레드티밍은 대규모 공격 사례를 생성하고 테스트하는 데 효율적이며, 전문인력 레드티밍 단계에서 식별된 중요 시나리오를 반영하며 보완 

   - Microsoft:<sup>①</sup> 사전 준비,<sup>②</sup> 테스트 수행,<sup>③</sup> 결과 점검 순으로 반복<sup>53)</sup> 

   - 사전 준비 : 레드티밍을 수행할 다양한 분야의 전문가를 모집, 테스트 대상 선정(대상 모델, AI 시스템 인터페이스 등) 및 점검할 리스크 영역 선정 

   - 테스트 수행 : 레드팀 인력에 테스트 절차 및 접근 권한 등 상시 제공 ･ 지원, 상황 확인 

   - 결과 점검 : 테스트 결과를 정기적으로 주요 이해관계자에게 보고 (식별된 주요 이슈 목록, 향후 레드티밍 계획 검토 및 관련 자료 등) 

- 51) AI 시스템이 어떤 위험을 일으킬 수 있는지 사전에 점검하는 일종의 ‘모의 공격 테스트’로서, 사람 또는 다른 AI가 AI모델을 의도적으로 시험해보며 유해 콘텐츠 생성, 편향된 답변, 보안 우회(jailbreak) 등 문제를 식별하는 도구 ･ 활동"
ai48,생성형AI 안내서,2025,48,참고 ┃ 레드티밍 시 모델 개발 시스템 운영 영역별 점검항목 사례54),"###### ･ ･ ･ **참고** ┃ 레드티밍 시 모델 개발 시스템 운영 영역별 점검항목 사례<sup>54)</sup> 

- 모델: 추론공격(파라미터, 학습데이터 유도 등), 추출공격(모델 정책, 시스템 프롬프트 등), 모델조정 (탈옥공격, 프롬프트 인젝션, 안전성 정책 우회 등) 등 점검 

- 개발: 데이터오염(외부 벡터형 DB 오염, 검색증강생성결과 조작, 캐시 오염 등), 프록시/방화벽 정책 우회, 콘텐츠 필터 우회(다언어 공격, 문맥 우회 공격 등), 접근제어(세션 관리, API 접근 권한, RBAC 정책, 토큰 관리 정책 등) 점검 

- 시스템: 원격 코드 실행 취약점(결과로 생성된 코드 실행, 시스템 커맨드 실행 등), 공급망 취약점 (의존성 무결성, 업데이트 체계, 배포 파이프라인 등) 점검 

- ･ 

- 운영: 개인별 요청 빈도 제한, 허가되지 않은 데이터 접근, 입 출력 필터링 누락, 보안 감사 및 로그 기록 정보가 충분한지 등 점검 

- ⚫ 아울러, CPO는 최고인공지능책임자(CAIO, Chief Artificial Intelligence Officer), 정보보호최고책임자 (CISO, Chief Information Security Officer) 등과 긴밀한 협력 체계를 유지하며, 조직 내 개인정보 처리가 ･ 

- 수반되는 생성형 AI 개발 활용에 적극적으로 관여할 수 있는 권한과 역할을 보장받아야 합니다. 특히 AI ･ 

- 기획 개발 초기 단계부터 개입하여 개인정보 처리에 대한 충분한 정보를 확보하고, 관련 부서에 적시 피드백을 제공하여 개인정보 안심설계(PbD) 관점이 생성형 AI 서비스에 내재화될 수 있도록 해야 합니다. 

> 52) “Advancing red teaming with people and AI”, OpenAI, (’24. 11. 21.) 참고 https://openai.com/index/advancing-red-teaming-with-people-and-ai/ 

> 53) “Planning red teaming for large language models (LLMs) and their applications”, Microsoft, (’25. 2. 7.) 참고 

> 54) GenAI Red Teaming Guide, OWASP, (’25. 1. 22.), “5. GenAI Red Teaming Strategy” 및 “6. Blueprint for GenAI Red Teaming” 참고"
ai49,생성형AI 안내서,2025,49, 체계적인 테스트 방법론 사용,"###### 사례 

###### 프라이버시 및 보안 협력 내부 관리체계 下 AI 프라이버시 레드팀 운영 사례<sup>55)</sup> 

######  체계적인 테스트 방법론 사용 

- OWASP(Open Worldwide Application Security Project) 등의 표준 보안 ･ 프라이버시 진단 프레임 워크 활용 

- 정형화된 공격 시나리오 및 테스트 케이스 개발 

######  공격자 시나리오 기반 테스트 

- 멤버십 추론 공격(Membership Inference Attack), 모델 역전 공격(Model Inversion Attack) 

- 민감정보 추출 시도, 프롬프트 인젝션 공격 등 테스트 

######  지속적인 테스트 수행 

- 개발 초기부터 테스트 병행하며, 새로운 기능 추가 시 반드시 테스트 수행 

- 정기(분기별, 반기별) 테스트 일정 수립 

######  문서화 및 보고 

- 심각도 및 영향 범위 평가를 포함한 발견된 취약점에 대한 상세한 문서화 

######  최신 동향 모니터링 

- 새로운 AI 취약점 및 공격 기법 확인 

- 관련 법규 및 규제 변화 모니터링 

######  역량 강화 및 훈련 

- 모의 해킹 훈련 및 워크숍 개최 등 

###### ･ **참고** ┃ 생성형 AI에서의 데이터, 개발 활용 단계, 시나리오 관련 리스크 사례<sup>56)</sup> 

- ｢ 

- 55) Llama Developer Use Guide: AI Protections ｣ (Meta, ’25. 4.), “Red teaming best practices” 참고 

- 56) Wang, S. et al, “Unique Security and Privacy Threats of Large Language Model: A Comprehensive Survey”, 2024, arXiv:2406.07973, Figure 1.을 바탕으로 일부 수정"
ai50,생성형AI 안내서,2025,50,붙임 ┃ AI 개발 활용 유형별 프라이버시 고려사항 (예시),"###### ･ **붙임** ┃ AI 개발 활용 유형별 프라이버시 고려사항 (예시) 

###### ※ ▲개인정보 보호법령에 따른 <u><mark>의무사항과</mark></u> ▲의무사항은 아니나 개인정보 보호 원칙 등에 따른 자율적 <u>책무(색상표기X)로 구분</u> 

||구 분|모델개발자|모델이용자|
|---|---|---|---|
||설명|생성형 AI 언어모델을 개발하고 제공･판매<br>하는 기업･기관 등|①외부 상용 모델을 API 연계하거나<br>②공개 모델을 다운로드하고 개발해 AI 서비스<br>제공하는 기업･기관 등|
|목적|목적 구체화|☑개인정보<br>|처리 목적 구체화<br>|
|설정|적법근거 마련|☑법적근거 검토･마련<br>(예: 공개된 개인정보 활용)|☑법적근거 검토･마련<br>(예: 이용자 정보 AI 학습)|
||PbD, 영향평가|☑PbD에 기반한 개발 수<br>☑개인정보 영향평가 수행|행<br> (※ 공공은 의무,민간은 권장)|
||||서비스형 LLM 사용 시|
|전략|이용 모델 검토||☑외부 LLM의 데이터 처리<br>범위･보관･재이용(학습 포함) 통제<br>☑국외이전 적법성 검토|
|<br>수립|||기성 LLM 사용 시|
||||☑훈련 데이터 출처 검증 노력<br>☑모델 안전조치 및 취약성 검토<br>- 모델카드, 라이선스 정책 등 확인|
||배포 모델 신규<br>리스크 대응|☑모델 내 신규 리스크 발견 시 공지, 모델<br>개선 및 재배포 등 수행|☑공지 리스크 신속 대응, 관리 체계 보완<br>☑이용 모델의 최신 버전 확인 및 상시<br>업데이트 유지|
|AI|데이터 전처리 등|<sup>☑데이터 전처리(가명･익명처리 등), PET</sup><br>적용 등|☑추가학습 데이터 전처리(가명･익명처리 등),<br>PET 적용 등|
|<br>학습 및<br>개발|<br>모델 안전조치|☑미세조정･정렬 통한 배포할 모델의<br>안전성 제고,적대적 공격 방어|☑이용 모델 검토 후 필요시 미세조정･정렬 등<br>모델안전성 강화 장치 추가|
||시스템 안전조치||☑시스템 안전조치 적용(접근제어 관리,<br>입출력 필터,RAG 관련 안전조치 등)|
||배포 전 테스트|☑배포 전 테스트(모델 수준)|☑배포 전 테스트(시스템 수준)|
||AUP 작성･공개|☑AUP 작성･공개(이용사업자 대상)|☑AUP 작성･공개|
|시스템|모니터링||☑개인정보 유･노출 및 시스템 모니터링|
|적용|정보주체|☑모델이용자로부터 정보주체 권리 요청|☑정보주체 권리 요청 대응|
|및 관리|권리보장|받아 대응하는 체계･방안 마련|☑필요한 경우 권리 요청을 모델 개발자에 전달|
||투명성 확보|☑모델카드 작성,개인정보 처리방침 마련<br>등 투명성 확보|☑개인정보 처리방침 마련<br>투명성 확보|
|거버|내부관리체계|☑CPO 중심의 AI 프라이|버시 내부 관리체계 구축|
|넌스|구축･운영|☑AI 개발･활용 전 단계에|서 프라이버시 리스크 관리 활동 수행|

- ※ 생성형 AI 개발 ･ 활용 유형 중 대표적인 모델개발자 및 모델이용자가 참고할 수 있는 기준을 안내한 것으로, 각 기업 ･ 기관은 구체적인 개발 ･ 활용 맥락과 상황에 필요한 조치사항을 이행할 수 있음"
pp4,처리방침 표준안,2026,4,개인정보의,"**공인중개사 개인정보 처리방침 표준(안)** 

**<mark>1.</mark> 개인정보** 란 살아 있는 개인에 관한 정보로서, 그 자체로 혹은 다른 정보와 쉽게 결합하여 특정 개인을 식별할 수 있는 모든 정보를 의미합니다. 

## **개인정보의** 

개인정보의 가장 일반적인 유형은 다음과 같습니다. 

## **이해** 

- l 주민번호, 영상정보, 지문 등 특정 개인을 식별할 수 있는 정보 

- l 이름 + 전화번호, 이름 + 주소, 이름 + 주소 + 전화번호 등 다른 정보와 결합하여 개인을 식별할 수 있는 정보 

출근해서 퇴근할 때까지, 가족 간 주고받는 정보 등 모든 생활에서 개인정보와 연관되어 있고, 다양한 형태로 존재합니다. 

- 개인정보처리자란 업무를 목적으로 스스로 또는 다른 사람을 통하여 개인정보를 처리하는 공공기관, 법인, 단체 및 개인 등을 말합니다. 

- l 개인정보를 처리하는 경우에는 개인사업자 역시 개인정보처리자에 해당 합니다. 

**2**"
