category,question,answer
RCMS일반,RCMS에선 어떤 인증서를 이용하나요?,"RCMS에서 사용되는 인증서는 개인공동인증서, 법인범용공동인증서, 법인(특수목적) 공인인증서가 있습니다. 1. 개인공동인증서 : 범용공동인증서 또는 은행 / 신용카드 이에 포함되며, RCMS의 인증서 로그인 및 이체비밀번호 등록에 사용됩니다. 인증서 등록은 RCMS 홈페이지 로그인 > 마이페이지 > 개인정보수정 > 본인인증 (PW 입력) > 회원정보 수정화면의 “공동인증서”에 등록 가능합니다. 2. 법인범용공동인증서 : RCMS 환경설정 및 사업비(연구비)이체 시 사용됩니다. 법인범용공동인증서는 국세청 전자세금계산서 조회 시 에도 사용될 수 있습니다. 인증서 등록은 별도의 등록없이 법인범용공동인증서로 전자서명을 하는 경우 사용됩니다. 3. 법인(특수목적)인증서(전자세금계산서조회용 ) : 국세청 홈택스(www.hometax.go.kr) 전자세금계산서 조회 시 사용됩니다. 인증서는 국세청 홈택스(www.hometax.go.kr)에 등록 하셔야 RCMS에서 전자세금계산서를 조회할 수 있습니다. ※ 참고 : RCMS 수행기관용 매뉴얼 연구비 사용 > 연구비 사용 등록, RCMS 수행기관용 매뉴얼 연구비 사용 > 연구비 사용 실행"
RCMS일반,"RCMS 발생이자는 언제, 어디로 지급되나요?","수행기관에서 민간부담금 현금 또는 지자체부담금 현금을 입금한 시점부터 이자 지급 시점까지 발생된 이자입니다. 이자는 매년 분기별(3월, 6월, 9월, 12월)로 발생되며 수행기관 사업비(연구비) 계좌 또는 예비계좌로 자동으로 입금됩니다. 발생한 이자는 수행기관이 세무정보확인에서 세무정보를 “동의”한 경우 원천징수 후 사업비(연구비) 계좌 또는 예비계좌로 입금되며, “미동의”한 경우 비과세로 사업비(연구비) 계좌 또는 예비계좌로 입금됩니다. 수행기관으로 지급된 민간부담금 이자는 가급적 연구수행의 용도로 사용하시길 권유 드리며 RCMS에 사용등록 및 증빙을 등록하지 않으셔도 됩니다. 수행기관으로 지급되는 이자 중 지자체부담금에 대한 이자는 전담기관과 협의 후 처리하시기 바랍니다. ※ 참고 : RCMS 수행기관용 매뉴얼 연구비현황 > 이자 발생 내역"
RCMS일반,관리하는 과제 수가 많은 연구개발기관입니다.각 과제별로 과제책임자에 권한부여를 요청하기 어려워 기관통합관리책임자를 요청하는 방법이 있나요?,"기관통합관리책임자'란 여러가제를 수행하는 연구개발기관이 해당기관에서 수행하는 과제에 대해 통합관리가 필요하다 판단될 경우 책임자를 선정하고 모든 과제에 대해 등록 및 이체할 수 있는 권한을 부여 받은 사용자를 의미합니다.-기관통합관리책임자 신청방법은 아래를 참조하시기 바랍니다. ①RCMS회원가입 및 로그인 후 RCMS고객지원 ▶서비스요청▶권한신청에 접속합니다.신스템별 권한신청 중 '연구비관리시스템권한신청'버튼을 클릭하여 위임장,법인인감증명서 사본 등 신청서류를 첨부하여 신청을 완료합니다. ②연구개발기관 사용자가 기관통합관리책임자 권한을 신청하면 한국산업기술기획평가원 담당자가 승인 또는 반려할수 있으며 권한신청 후 영업일 기준 최대 7일까지 처리됩니다. ③기관통합관리책임자 권한신청 후 승인/반려 여부는 신청내역조회목록에서 조회할수 있습니다. ※참고 -RCMS공지사항▶일반공지▶기관통합관리책임자 및 전문기관권한책임자 권한신청 관련 안내-RCMS고객지원▶서비스요청▶권한신청"
RCMS일반,RCMS에서 운영하는 실무자교육 수강 시 참석자의 수료증 발급이 가능한가요?,"네,교육수료 완료 시 익일부터 RCMS홈페이지를 통해 수료증 발급 가능합니다.교육시간종료 후 수강완료 서명한 신청자 본인에 한해 발급가능한 점 참고 부탁드립니다.-수료증 발급경로. RCMS홈페이지▶고객지원▶교육지원▶RCMS교육신청 화면 내 수료증 발급"
RCMS일반,RCMS연구비통합관리시스템 사이트내의 온라인 교육뿐 아니라 오프라인으로 직접 진행하는 교육이 있나요?,"연구비 사용에 대한 이해도와 효율성을 높이기 위해 실습중심의RCMS 실무자교육을 월1회 진행하고 있습니다. 초보자분들이 쉽게 이용할실 수 있도록 회원가입부터 연구비정산까지 단계별로 구성되어 있으며,RCMS체험하기를 활용한 실습중심의 교육입니다..매월진행하는 교육일정은 RCMS홈페이지 내 공지사항을 통해 신청기간과 신청방법이 안내되니 공지된 해당기간에 선착순으로 신청해 주시면 됩니다. ※참고 RCMS홈페이지▶고객지원▶교육지원▶RCMS교육안내"
RCMS일반,이자 소득세 원천징수내역은 어떻게 확인하고 발급 받나요?,"연구비 현황 > 이자 발생 내역에서 재원/과세유형을 통해 원천징수 여부를 확인할 수 있습니다. 과세유형이 법인과세/개인과세의 경우 '원천징수영수증출력' 버튼을 누른후 수행기관 인증서로 서명하면 세부적인 원천징수 내역을 조회,출력 하실 수 있습니다. 2017년 4분기부터 지급된 이자인 경우 은행 방문 없이 RCMS에서 원천징수영수증을 출력할 수 있습니다. 단, 2017년 4분기 이전 지급된 이자이고 과세유형이 “과세” 인 경우 이자 지급 건의 이자지급 증명서를 출력하고 이자지급 증명서에 명시되어 있는 지급 은행인 가상계좌 은행 영업점을 방문하여 원천징수 영수증을 발급 받으실 수 있습니다. (준비 서류 : 이자지급증명서, 사업자등록증, 법인인감증명서, 위임장, 대리인 신분증 지참) ※ 참고 :RCMS 사용자 매뉴얼(page 27) 연구비현황 ▷ 이자 발생 내역,RCMS 정보마당 ▷ 공지사항 ▷ 124. 2017년 4분기 민간(지자체)부담금 발생 이자 지급 완료 안내"
환경설정,프로그램 설치 시 오류가 났습니다. 어떻게 해야 하나요?,사용자PC환경에 따라 프로그램 설치 오류가 발생할 수 있습니다. 이때는 설치를 재시도 하고 재시도 이후에도 동일 증상이 발생할 경우 PC 제어판 프로그램 설치 및 삭제를 통해 잘못 설치된 해당 프로그램을 설치 제거하고 재시도 하시기 바랍니다. ※ 참고 : RCMS 포털 ▷ 프로그램 설치
환경설정,연구비(사업비)카드는 어떻게 등록하나요?,"① 이용환경설정 > 연구과제정보 > 사용카드관리메뉴이동. ② 과제선택후 ‘신규카드등록’버튼을 클릭하여 카드사와 카드번호를 조건으로 조회, RCMS에 최초등록이 필요한카드는 ‘카드신규등록’ 기능을 이용하여 카드정보를 조회, ③ 등록할 카드정보 선택후 법인범용공동인증서로 인증, 카드등록은 연구비 집행 전 환경설정 항목으로 연차별로 사업비(연구비) 사용 전 등록을 해주셔야 합니다. RCMS 이용가능한 카드의경우 카드사 또는 등록개수에 제한이 없습니다. 하나의 카드를 여러 과제에 등록하여 사용하실 수 있습니다. RCMS 에서 이용가능한 카드사는 이용환경설정 > 연구과제정보> 사용카드관리메뉴 좌측하단에 '카드발급안내'를 통해서 확인 가능합니다. 신한, NH농협(농협BC제외), 현대, 삼성 카드는 사업비(연구비) 전용 법인카드로 발급 받아 연구비 등록 후 사용 해 주셔야 합니다. ※ 참고 : RCMS 초보자용 매뉴얼 (page 23) 이용환경설정 ▷ 연구과제정보 ▷ 사용카드관리"
환경설정,"사업비(연구비) 카드 발급 신청, 정보변경은 어디서 해야 하나요?","카드 발급 및 정보변경은 카드사 홈페이지 또는 카드사 고객센터를 통해서 가능합니다. (고객센터 번호는 카드 뒷면 참고바랍니다.) 결제일, 결제계좌번호 등의 정보변경후이용환경설정 ▷ 연구과제정보 ▷ 사용카드관리 등록메뉴 하단에 '카드정보업데이트'를 눌러서 변경된 정보가 반영되었는지 확인해주시기 바랍니다. 카드 한도는 발급 받은 카드사의 기준으로 책정되는 한도로 RCMS에서는 한도 책정 및 한도를 확인할 수 없습니다. 한도와 관련된 문의는 해당 카드사로 확인 부탁드립니다. ※ 참고 : RCMS 초보자용 매뉴얼(page 23) 이용환경설정 ▷ 연구과제정보 ▷ 사용카드관리"
환경설정,카드대금 결제계좌를 꼭 사업비(연구비) 계좌로 등록해야 하나요?,"카드 결제계좌는 연구기관의 협약한 사업자번호로 개설된 계좌로 등록할 수 있습니다.따라서, 사업비(연구비) 통장으로 카드대금 결제계좌 지정 가능하며, 연구기관의 다른계좌로 지정도 가능합니다 결제일 전일까지 등록한 카드 증빙 건에 대해 카드대금 결제일에 사업비(연구비) 통장을 경유하여 카드대금 결제계좌로 이체됩니다."
환경설정,사용자권한을 부여하는 방법은 어떻게 되나요?,"과제가 시작되고 RCMS에서 사업비(연구비) 사용이 가능하게 되면 RCMS에 회원가입이 완료된 과제책임자 및 참여연구원에게 과제사용권한이 부여됩니다. (과제책임자 : 이체권한, 참여연구원 : 등록권한), 참여연구원에게 이체권한을 부여하고자 할 경우 과제책임자 혹은 기관통합관리책임자가 RCMS 로그인 후 이용환경설정 > 연구구과정보 >과제권한관리 메뉴에서 '수정'버튼 클릭후 집행권한을 등록에서 이체로 변경해주시면 됩니다. 연구기관 일반사용자에게 권한을 부여하고자 할 경우 과제책임자 혹은 기관통합관리책임자가 RCMS 로그인 후 이용환경설정 >연구과제정보> 과제권한관리메뉴에서 ""조회, 등록, 이체""중 하나의 권한을 선택해여 부여할 수 있습니다. ※ 참고 : RCMS 초보자용 매뉴얼(page.26) 이용환경설정 ▷ 연구과제정보 ▷ 과제권한관리"
환경설정,이체비밀번호 개념 및 등록방법은 어떻게 되나요?,"이체비밀번호는 RCMS 이체 권한을 가진 분께서 사업비(연구비) 이체 업무를 수행하기 위해 개인별로 설정하는 이체용 비밀번호입니다. 환경설정 > 개인설정 > 이체비밀번호 메뉴를 통해 등록/ 수정 가능하며 등록 시 개인정보에 등록된 개인공동인증서 인증이 필수입니다. 개인공동인증서 등록 경로는 RCMS홈페이지 로그인 > 마이페이지 > 개인정보수정 > 본인인증 (PW 입력) > 회원정보 수정화면의 “공인인증서”에 인증서 등록입니다. 이체비밀번호를 분실하거나 연속 5회 초과 오류의 경우 기존 이체비밀번호의 사용은 제한되며, 환경설정 > 개인설정 > 이체비밀번호 메뉴 하단의 이체비밀번호 초기화 기능을 통해 재발급 받으실 수 있습니다. 재발급을 위한 본인인증방법으로는 휴대폰인증(본인명의)과 I-PIN인증 중 한 가지를 선택하여 인증완료 되면 회원정보의 휴대폰번호로 임시 비밀번호가 SMS발송됩니다. 발송해드린 SMS이체비밀번호를 사용할 이체비밀번호로 변경 후 사용하시길 권장 드립니다. ※ 참고 :RCMS 초보자용 매뉴얼(page. 30) 이용환경설정 ▷ 이체환경관리 ▷ 이체비밀번호 설정"
환경설정,펌뱅킹 이용동의 개념 및 신청방법이 어떻게 되나요?,"RCMS에서 연구비 이체시 수행기관 계좌를 경유하여 거래처 계좌로 실시간 지급되며, 수행기관 연구비 계좌를 경유하기 위해선 펌뱅킹 서비스에 대한 동의가 필요합니다. 펌뱅킹 이용동의는 RCMS를 통해 온라인으로 진행 가능합니다. ① 이용환경설정 >이용동의 > 펌뱅킹 이용 동의 메뉴로 이동, ② 이용동의 대상 기관과 연구비 계좌 선택후 조회 클릭, ③ 은행과 계좌번호 확인후 예금주 조회 클릭, ④ 예금주 명 정상 조회 확인 후 동의 클릭, ⑤ 인증서 팝업에서 기관 법인범용공동인증서 선택후 암호 입력하면 서비스 동의 완료, 연구비 계좌별 최초 1회 동의하면 됩니다. 펌뱅킹 이용 동의 시 연구비계좌와 법인범용공동인증서는 협약한 수행기관 사업자번호로 발급되어야 합니다. ※ 참고 :RCMS 초보자용 매뉴얼(page.15) 이용 환경설정 ▷ 이용동의 ▷ 펌뱅킹 이용 동의"
환경설정,협약정보확인은 어떤 메뉴인가요?,"각 전담기관별 과제관리시스템에서 RCMS로 전송된 협약정보를 확인하는 메뉴입니다. 해당 메뉴에서 연구개발비구성,연구개발기관,참여연구자,과제조회권한자 정보를 확인할 수 있으며 조회되는 정보가 각 전문기관 과제관리시스템의 정보 또는 협약 내용과 일치하는 경우 주관기관 책임자가각 탭 별 '연구개발비 사용 시작 전 필수 확인 사항'을 모두 확인하고 '연구개발비사용시작'버튼을 눌러주시기 바랍니다.협약체결이 완료된 경우 연구개발비사용시작이 가능하며, 해당 업무는 주관기관 과제책임자,기관통합관리책임자만 처리할 수 있습니다.RCMS의 협약정보확인 메뉴에서 조회되는 정보와 연구개발계획서 협약정보가 일치하지 않는 경우에는 전문기관 과제관리 사이트에 정확한 정보가 등록되어 있는지 확인해 주셔야 합니다.※ 참고 : RCMS 수행기관용 매뉴얼 기본설정 > 협약정보 확인"
환경설정,세무(이자지급)정보 동의는 왜 해야 하나요?,"연구기관이 납부한 민간부담금에서 발생된 이자에 대한 소득세를 국세청에 세무신고 대행을 위한 세무 정보 제공 동의 절차입니다. 세무 정보 제공에 동의하지 않을 시 수행기관 기관부담금 발생이자에 대한 이자 소득세는 수행기관에서 직접 국세청에 신고해야 합니다. 이자 지급시 연구비계좌에 입금이 불가한 경우 예비계좌로 입금됩니다. 세무(이자지급) 정보 동의 절차는 다음과 같습니다. ① 이용환경설정 >이용동의> 세무정보동의 메뉴로 이동, ② 'RCMS기관정보확인,이용 동의서'와 ' RCMS 기관정보 제공 동의서' 내용 확인후 동의함 클릭, ③ 연구비계좌 외에 수행기관 예비계좌 정보 입력후 예금주조회 클릭, ④ 입력내역 확인 후 확인 클릭, ⑤ 기관 법인범용공동인증서 선택하여 인증서 암호 입력 후 확인 클릭하면 세무정보 동의 완료 ※ 참고 : RCMS 초보자용 매뉴얼(page.18) 이용 환경설정 ▷ 이용동의 ▷ 세무정보동의,RCMS포털 ▷ 공지사항 ▷ (민간부담금 이자세무신고를 위한 수행기관 협조공지)"
환경설정,사업비(연구비)는 언제부터 사용 가능한가요?,"아래 내용이 충족될 경우 사업비(연구비)를 정상적으로 사용 가능합니다. 1. 협약체결 완료, 2. 정부출연금 또는 민간부담금(지자체분담금 포함)입금 완료, 3. 주관기관 과제책임자가 협약정보 확인 “사업비 사용시작” 완료, 4. 펌뱅킹 이용 동의 완료 , 5. 세무정보 동의 완료 ※ 참고 : RCMS 사용자 매뉴얼 (page.9) 연구비현황 ▷ 연구비총괄현황표,RCMS 초보자용 매뉴얼(page.22) 이용환경설정 ▷ 연구과제정보 ▷ 협약정보 확인,RCMS 초보자용 매뉴얼(page.15) 이용 환경설정 ▷ 이용동의 ▷ 펌뱅킹 이용 동의,RCMS 초보자용 매뉴얼(page.18) 이용 환경설정 ▷ 이용동의 ▷ 세무정보동의"
사용등록,이체 가능시간과 이체 한도는 어떻게 되나요?,"① 이체한도, RCMS는 비목, 세목의 협약 또는 사용승인한도로 관리되고 있으며 연구비 현황 > 연구비 집행현황에서 세목별 한도를 조회하실 수 있습니다. (사업계획서에 명시된 세세목인 경우에는 RCMS에서 관리하지는 않지만 수행기관에서 별도 관리하여 사용하셔야 합니다.), 이체 일회 한도, 일 한도, 월 한도 등은 제한하고 있지 않으며, 세목의 한도 내에서 이체하실 수 있습니다. ② RCMS 홈페이지의 이용 시간 사업비(연구비) 사용등록 : 24시간 가능 이체 가능 시간 : 평일 9:00~20:00까지 (주말과 공휴일은 이체 업무 제한) ※ 참고 : RCMS 사용자 매뉴얼(page 17) 연구비 현황 ▷ 연구비 사용 현황,연구비사용 ▷ 연구비 이체실행 메뉴 하단 '연구비 이체 실행 안내'"
사용등록,증빙우선 등록과 비목우선 등록의 차이점은 무엇인가요?,"증빙우선 등록과 비목우선 등록의 차이점은 아래와 같습니다. 증빙우선등록 : 전자세금계산서, 카드증빙 등 증빙을 선택한 후 세목과 세세목을 선택하여 등록하는 방법, 비목우선등록 : 비목(항목,세부항목)을 먼저 선택하고 증빙(전자세금계산서, 카드증빙 등)을 등록하는 방법, 한 가지 증빙으로 등록할 세목, 세세목이 여러 건인 경우 증빙우선 등록으로 사용하셔야 하며, 한가지 세목, 세세목으로 여러 건의 증빙을 등록하는 경우 비목우선 등록 방법으로 사용하셔야 합니다. ※ 참고 : RCMS 숙련자용 매뉴얼(48 page] 비목 우선 등록 vs 증빙 우선 등록"
사용등록,사업비(연구비) 집행한 품목이 어느 세부항목으로 집행해도 되는지 기준이 있나요?,국가연구개발사업 연구개발비 사용기준 제6조~제17조 세목별 사용용도 참고하여 수행기관 판단 하에 집행해주시면 됩니다. ※ 참고 : 국가연구개발사업 연구개발비 사용기준 제6조(인건비 사용용도)~제17조(성과활용지원비 사용용도)
사용등록,"인건비,연구수당은 어떻게 등록하나요?","등록방법, ① 연구비 사용 > 연구비 사용 등록 메뉴에서 증빙구분 '기타증빙' 선택, ② 비목정보등록에 항목,세부항목, 품목, 사용금액, 증빙서류, 인건비내역 등록, 여러 참여연구원의 인건비/연구수당을 일괄 집행하는 경우는 인건비 내역에 각 참여연구원별 지급내역을 기재해주시고, 한 명의 인건비/연구수당을 집행하는 경우는 인건비내역에 한 명의 참여연구원 지급내역을 기재해 주시면 됩니다. ③ 거래처 정보 및 계좌이체정보 입력후 다음단계로 이동, 입력내용 검토후 사용등록 완료,거래처정보는 해당 참여연구원의 소속기관 정보를 기입하면 됩니다. 인건비/연구수당을 개인에게 직접 이체하고자 한다면 개인거래를 체크하고 거래처 정보에 수행기관 정보를 기재합니다. 계좌이체 요청항목에 거래처 계좌이체로 지정하여 참여연구원의 개인 계좌로 등록, 이체하실 수 있습니다. ※ 참고 : RCMS 사용자 매뉴얼 (45 page)연구비 사용 ▷ 연구비 사용 등록"
사용등록,인건비(학생인건비)와 간접비의 사용 집행 기준은 어떻게 되나요?,"인건비(학생인건비) 집행 기준, 참여연구자 인건비 : 참여연구자가 해당 연구개발과제 수행에 참여하는 동안 해당 참여연구자에게 지급하는 급여(4대보험의 본인부담금 포함)와 해당 참여연구자에 대한4대보험의 기관부담금 및 퇴직급여충당금 사용 가능.급여명세서(월별), 계좌이체증명, 참여연구자 현황표 등 관련 서류 등록 후 집행 가능 ※ 참고 : RCMS 수행기관용 매뉴얼 연구비 사용 > 연구비 사용 등록.연구근접지원인력 인건비: 비영리기관 연구부서에 소속된 연구근접지원인력에게 지급가능하며,연구근접지원인력에게 지급하는 급여(4대보험의 본인부담금을 포함)와 해당 연구근접지원인력에 대한 4대보험의 기관부담금및 퇴직급여충담금 사용 가능.연구근접지원인력현황표, 급여명세서,계좌이체증명 등 관련 서류 등록 후 집행 가능.학생인건비 통합관리기관 : 학생인건비 통합관리기관증빙을 토대로 과제기간동안의 학생인건비금액을자계좌이체통해 학생인건비 통합관리계정으로 이체 가능.간접비 집행기준.비영리기관 : 연구 관리 전담부서가 있는 비영리기관의 간접비는 과제 개발기간 동안의 간접비를 반기 전 50% 반기 후 50%집행가능(반기별 일괄이체 진행 시 '항목 간접비/ 세부항목 간접비 흡수(비영리)' 선택하여 자계좌이체 가능)영리기관 : 건 별 사용 가능.※ 참고 자료:국가연구개발혁신법 매뉴얼 2023.03 제3절 인건비의 사용용도 및 사용기준, 간접비 사용용도 및 사용기준"
사용등록,규정과 서식에 확인되지 않는 증빙서식은 어떤 서식으로 해야 하나요?',규정과 서식에 안내되고 있지 않는 서식에 대해서는 연구기관 내부 서식을 이용하시면 됩니다.
사용등록,전자증빙 외에 출장품의서 등 내부에서 추가로 관리하는 증빙도 모두 RCMS에 등록해야 되나요?,"연구개발기관의 장은 연구개발비 사용(재난, 재해, 그 밖에 경제적·사회적으로 중대한 사유 발생에 따라 물품 및 서비스를 위한 계약이 취소·변경되어 수수료 등 부대비용이 발생하여 사용한 것을 포함한다)을 입증할 증명자료를 갖추어야 합니다. RCMS포털 : 이용가이드 ▷ 이용정보 ▷ 항목별 증빙정보에서 항목, 세목별 필요증빙을 확인하여 증빙자료를 업로드 해주시기 바랍니다. 사업비(연구비) 증빙 내역은 연구개발과제가 종료된 후 5년간 보관하여야 하며, 전담기관 또는 위탁정산개행문자기관의 증빙내역 추가요청 시 성실히 제출해야 합니다. ※ 참고 : 국가연구개발사업 연구개발비 사용 기준 제22조(연구개발비 공통 인정기준), 제72조(연구개발비 사용 증명자료의 보관), 정보마당>비목/증빙정보,국가연구개발사업 연구개발비 사용 기준(고시 제2023-49호) 제72조(연구개발비 사용 증명자료의 보관),RCMS포털: 이용가이드 ▷ 이용정보 ▷ 항목별 증빙정보,RCMS 연구개발기관: 연구비사용 ▷ 연구비사용등록 [증빙Guideline]"
사용등록,참여연구원에게 사업비(연구비)를 이체하고자 합니다. 거래처정보에는 어떻게 기재해야 하나요?,"연구수당, 출장비(일비)등을 참여연구원 계좌로 이체하는 경우 거래처 정보에 연구기관 정보 혹은 연구자정보를 기재하여 등록하고 개인거래 체크해 주시면 됩니다.RCMS를 통한 거래는 사업자간 거래를 원칙으로 하며, 불가피한 경우 개인거래 등록 시 소명자료를 등록해 주셔야 합니다.해당 내역은 상시점검, 온라인 정산을 통해 면밀히 검토하게 되니 유의하시기 바랍니다. ※ 참고 : RCMS 수행기관용 매뉴얼 연구비 사용 > 연구비 사용 등록"
사용등록,휴폐업 거래처와 거래 시 휴폐업 사유는 어떤 내용을 입력하나요,"RCMS에서 사용등록 시 거래처의 유효성을 확인하여 휴폐업 거래처로 확인되는 경우 휴폐업 거래처와의 거래 사유를 입력받고 있습니다.해당 사유는 ""왜 휴폐업 거래처와 거래를 하는지""에 대하여 사유를 작성하시면 됩니다.이체 완료 후 휴폐업사유 수정 및 등록은 아래 메뉴에서 진행가능합니다.※ 참고 자료:RCMS 포털: 공지사항 ▷ 일반공지 [휴폐업 거래처와의 연구비 집행 사유 등록 안내],RCMS 사용자 매뉴얼 연구비사용 ▷ 연구비 이체 결과"
사용등록,연구비(기관) 계좌이체와 거래처 계좌이체의 차이점이 무엇인가요?,"거래처 계좌이체는:RCMS 기본이제 방법으로는 RCMS ▷ 사업비(연구비)통장 ▷ 거래처통장으로 실시간 이체되는 방식이며,연구비계좌이체: RCMS ▷ 사업비(연구비) 통장으로 실시간 이체되는 방식입니다.기본적으로 '거래처계좌이체'로 사업비(연구비) 집행을 해주셔야 하며 불가피하게 '연구비계좌이체'로 집행하여 거래처로 이체한 경우 거래처로 이체 되었다는 계좌이체 증빙서류추가 등의 후처리(원천징수, 환전 등)가 필요합니다'연구비계좌이체' 방식은 인건비.외자거래 등 '거래처계좌이체'가 불가능한 거래를 위해 예외적으로 사용 가능하며'연구비계좌이체'가 가능한 허용 항목, 허용 사유에 해당 할 경우 가능합니다.허용 항목 외 '연구비계좌이체'가 필요한 경우 전문기관 과제담당자 승인 후 집행 가능합니다.'연구비계좌이체'가 가능한 허용기준은 아래 참고자료을 확인해주시기 바랍니다 ※ 참고자료 : RCMS 숙련자용 매뉴얼(6 page),RCMS 연구개발기관: 연구비 사용 ▷ 연구비 사용등록 [자계좌이체허용기준]"
사용등록,연구비 계좌이체 (자계좌이체)가 가능한 비목(항목)은 어떻게 되나요?,"연구비(기관) 계좌이체 허용 비목, 인건비: 참여연구원 인건비, 연구근접지원인력인건비, 학생인건비: 학생인건비.학생인건비통합관리비, 연구시설·장비비: 통합연구시설장비비, 연구활동비: 출장비, 연구수당: 연구수당, 국제공동연구개발비:국제공동연구개발비, 간접비: 간접비흡수(비영리기관만 이용), 인력지원비, 연구지원전문가인건비 ※ 참고 : RCMS 연구개발기관: 연구비 사용 ▷ 연구비 사용등록 [자계좌이체 허용 기준],RCMS 포털: 이용가이드 ▷ 이용정보 ▷항목별증빙정보 [자계좌이체 허용 기준]"
사용등록,연구비 계좌이체가 불가한 세부항목인데 연구비 계좌이체로 받을 수 있나요?,"자계좌이체가 불가한 세부항목이라도 ‘RCMS 자계좌 이체 허용 기준’의 상황별 허용에 해당되는 사유가 있을 경우 거래처 계좌 대신 수행기관 명의의 계좌로 이체·사용할 수 있습니다. 상황별 허용은 다음과 같습니다. ① 외자구매 : 환율변화 등을 고려하여 원화로 자계좌 이체 후 지급 가능, ② 협약전 사용금액:협약지연으로 연구비 지급 이전에 수행기관의 연구비를 先 사용한 경우, 사후처리 가능, ③ 연구비 잔액부족:연구비 잔액이 부족하여 내부 자금과 함께 사용할 경우 해당 연구비의 자계좌 이체 가능, ④ 지로 직접납부 : 지로납부로 인해 직접 이체가 곤란한 경우 자계좌이체 사용, ⑤ 연구지원전문가 인건비 : 중소·중견기업이 신규채용을 통해 해당과제에 참여시키는 연구지원전문가 인건비가 사업계확서에 산정되어 있는 경우, ⑥ 해외기관 사업비 송금:해외참여기관에 사업비 지급 위해 자계좌 이체 후 지급 가능, ⑦ 원천세납부 : 인건비성 항목(전문가활용비, 일용직 활용비 등) 집행시 세금 원천징수 발생할 경우 사용가능, ⑧ 자체 공인시험분석비용 비영리(비영리): ‘외부전문기술활용비’ 세세목으로 자체시험분석서를 발행하는 비영리기관이 자체 시험분석 및 임상시험 소요경비를 기관흡수 하는 경우 자계좌이체 가능, RCMS 자계좌 이체 허용 기준에 해당되는 항목이 없는 경우 전담기관 과제담당자가 그 사유를 검토하고 타당하다고 인정한 경우에 한해서만 연구비(기관) 계좌이체를 받을 수 있습니다. 전담기관 과제담당자에게 연구비(기관) 계좌이체 가능 여부 상의 후, 전담기관 과제담당자께 연구비(기관) 계좌이체 승인 요청 공문을 발송하고, 연구비 사용등록 시 계좌이체 요청항목에서 ""전담기관 자계좌이체 승인"" 사유를 선택하면 자동으로 요청내용을 기재할 수 있는 란이 생성되며 요청내용을 입력하여 사용등록을 하시면 됩니다. 사용등록 후 실제 사용실행(이체)은 전담기관의 자계좌이체 승인 후 가능합니다. ※ 참고 :RCMS 연구개발기관: 연구비 사용 ▷ 연구비 사용등록 [자계좌이체 허용 기준],RCMS 포털: 이용가이드 ▷ 이용정보 ▷항목별증빙정보 [자계좌이체 허용 기준],RCMS 포털: 공지사항 ▷ 일반공지 (자계좌이체를 통한 사업비 사용 유의사항) 검색 키워드: 자계좌이체"
사용등록,"연구시설,장비비 등록시 연구 장비 정보를 필수로 등록해야 하나요?","연구개발기관의 연구시설ㆍ장비비 집행을 위해선 각 부처 기준에 따라 연구시설ㆍ장비 구입 관련 정보를i-Tube(산업기술개발장비 공동이용시스템) 또는 ZEUS(장비활용종합포털)에 등록해야 합니다.[적용부처: 산업부]3천만원 이상 장비와 3천만원 미만이라도 공동활용이 가능한 장비를 구매하는 경우 i-Tube에서 정하는 기준에 따라장비 정보를 i-Tube에 등록해야합니다.[적용부처: 산업부 외 모든 부처]3천만원 이상 연구시설ㆍ장비와 3천만원 미만이라도 공동활용이 가능한 연구시설ㆍ장비를 도입한 경우 ZEUS에서 정하는 기준에 따라 장비 정보를 등록해야합니다.i-Tube 및 ZEUS에 등록한 시설ㆍ장비정보는 RCMS로 연계되며, 연구기관은 RCMS에서 연구시설ㆍ장비 관련 비용 집행 시연계된 장비정보를 조회하여 집행할 금액을 입력해야합니다.※ 참고 자료:산업기술개발장비 통합관리요령[고시 제2022-204호] 제24조(장비 등록) ①항 및 ④항,국가연구개발 시설·장비의 관리 등에 관한 표준지침[고시 제2021-92호] 제21조(정보등록),RCMS 숙련자용 매뉴얼(78~88 page)"
사용등록,i-Tube에 장비등록을 했으나 RCMS 장비등록에서 조회가 되지 않을 경우 어떻게 해야 하나요?,i-Tube 사이트에 RCMS에서 사용 등록할 장비 정보를 정확히 등록해 주셔야하며 RCMS 장비등록에서 조회되는 기준은 아래와 같습니다.3천만원 이상 : 나라장터에서 계약 시 RCMS 장비등록에서 조회 가능.3천만원 미만 : 장비정보 확정( i-Tube 번호 생성) 시 RCMS 장비등록에서 조회가능.RCMS 장비등록에 장비가 조회되지 않는다면 i-Tube 사이트에서 장비에 대한 정보(RCMS 과제번호 및 협약한 사업자번호 기재 여부 등등)가 정확히 등록되어있는지확인 부탁드립니다.※ 참고RCMS 수행기관용 매뉴얼 연구비 사용 ▷ 연구비 사용 등록
